R00197	#EF7A6D	W2
R02946	#EF7A6D	W2
R00196	#EF7A6D	W2
R03118	#EF7A6D	W2
R04640	#EF7A6D	W2
R00707	#EF7A6D	W2
R09377	#EF7A6D	W2
R09376	#EF7A6D	W2
R08648	#EF7A6D	W2
R03503	#EF7A6D	W2
R01939	#EF7A6D	W2
R02472	#EF7A6D	W2
R01826	#EF7A6D	W2
R04983	#EF7A6D	W2
R04982	#EF7A6D	W2
R03968	#EF7A6D	W2
R01213	#EF7A6D	W2
R07396	#EF7A6D	W2
R03444	#EF7A6D	W2
R00931	#EF7A6D	W2
R01652	#EF7A6D	W2
R00188	#EF7A6D	W2
R00191	#EF7A6D	W2
R01234	#EF7A6D	W2
R07281	#EF7A6D	W2
R03084	#EF7A6D	W2
R03083	#EF7A6D	W2
R02978	#EF7A6D	W2
R06865	#EF7A6D	W2
R06866	#EF7A6D	W2
R02668	#EF7A6D	W2
R04739	#EF7A6D	W2
R02665	#EF7A6D	W2
R04001	#EF7A6D	W2
R04426	#EF7A6D	W2
R01226	#EF7A6D	W2
R03894	#EF7A6D	W2
R03460	#EF7A6D	W2
R01716	#EF7A6D	W2
R05553	#EF7A6D	W2
R01648	#EF7A6D	W2
R05086	#EF7A6D	W2
R01301	#EF7A6D	W2
R05779	#EF7A6D	W2
R01402	#EF7A6D	W2
R00511	#EF7A6D	W2
R01126	#EF7A6D	W2
R00963	#EF7A6D	W2
R04463	#EF7A6D	W2
R01224	#EF7A6D	W2
R00830	#EF7A6D	W2
R09087	#EF7A6D	W2
R02301	#EF7A6D	W2
R04405	#EF7A6D	W2
R07392	#EF7A6D	W2
R04420	#EF7A6D	W2
R02035	#EF7A6D	W2
R03210	#EF7A6D	W2
R00006	#EF7A6D	W2
R01624	#EF7A6D	W2
R03991	#EF7A6D	W2
R00238	#EF7A6D	W2
R03858	#EF7A6D	W2
R03778	#EF7A6D	W2
R04742	#EF7A6D	W2
R00742	#EF7A6D	W2
R00227	#EF7A6D	W2
R00235	#EF7A6D	W2
R02649	#EF7A6D	W2
R00548	#EF7A6D	W2
R02283	#EF7A6D	W2
R10747	#EF7A6D	W2
R01244	#EF7A6D	W2
R00190	#EF7A6D	W2
R01560	#EF7A6D	W2
R00185	#EF7A6D	W2
R00181	#EF7A6D	W2
R00192	#EF7A6D	W2
R00178	#EF7A6D	W2
R03231	#EF7A6D	W2
R00089	#EF7A6D	W2
R00127	#EF7A6D	W2
R04559	#EF7A6D	W2
R01083	#EF7A6D	W2
R01135	#EF7A6D	W2
R00509	#EF7A6D	W2
R00369	#EF7A6D	W2
R03038	#EF7A6D	W2
R00754	#EF7A6D	W2
R01041	#EF7A6D	W2
R02611	#EF7A6D	W2
R00904	#EF7A6D	W2
R00711	#EF7A6D	W2
R00710	#EF7A6D	W2
R02678	#EF7A6D	W2
R05685	#EF7A6D	W2
R05686	#EF7A6D	W2
R02536	#EF7A6D	W2
R02679	#EF7A6D	W2
R04620	#EF7A6D	W2
R02422	#EF7A6D	W2
R02424	#EF7A6D	W2
R00005	#EF7A6D	W2
R05002	#EF7A6D	W2
R00010	#EF7A6D	W2
R00836	#EF7A6D	W2
R00028	#EF7A6D	W2
R03180	#EF7A6D	W2
R02529	#EF7A6D	W2
R02549	#EF7A6D	W2
R01073	#EF7A6D	W2
R00986	#EF7A6D	W2
R00125	#EF7A6D	W2
R01759	#EF7A6D	W2
R00551	#EF7A6D	W2
R01086	#EF7A6D	W2
R01954	#EF7A6D	W2
R03646	#EF7A6D	W2
R00578	#EF7A6D	W2
R03648	#EF7A6D	W2
R01397	#EF7A6D	W2
R00480	#EF7A6D	W2
R00355	#EF7A6D	W2
R02291	#EF7A6D	W2
R05577	#EF7A6D	W2
R00126	#EF7A6D	W2
R01071	#EF7A6D	W2
R00086	#EF7A6D	W2
R04502	#EF7A6D	W2
R01074	#EF7A6D	W2
R05639	#EF7A6D	W2
R07506	#EF7A6D	W2
R07495	#EF7A6D	W2
R07509	#EF7A6D	W2
R07497	#EF7A6D	W2
R05641	#EF7A6D	W2
R07273	#EF7A6D	W2
R00575	#EF7A6D	W2
R02396	#EF7A6D	W2
R00009	#EF7A6D	W2
R06517	#EF7A6D	W2
R06527	#EF7A6D	W2
R02333	#EF7A6D	W2
R02335	#EF7A6D	W2
R01021	#EF7A6D	W2
R01890	#EF7A6D	W2
R01715	#EF7A6D	W2
R01714	#EF7A6D	W2
R01900	#EF7A6D	W2
R02061	#EF7A6D	W2
R07475	#EF7A6D	W2
R05613	#EF7A6D	W2
R05612	#EF7A6D	W2
R05611	#EF7A6D	W2
R07267	#EF7A6D	W2
R08747	#EF7A6D	W2
R00351	#EF7A6D	W2
R01325	#EF7A6D	W2
R03220	#EF7A6D	W2
R00573	#EF7A6D	W2
R00571	#EF7A6D	W2
R01286	#EF7A6D	W2
R01290	#EF7A6D	W2
R01001	#EF7A6D	W2
R03217	#EF7A6D	W2
R00897	#EF7A6D	W2
R03650	#EF7A6D	W2
R01878	#EF7A6D	W2
R00517	#EF7A6D	W2
R05640	#EF7A6D	W2
R00974	#EF7A6D	W2
R02715	#EF7A6D	W2
R01574	#EF7A6D	W2
R01575	#EF7A6D	W2
R02568	#EF7A6D	W2
R00875	#EF7A6D	W2
R01663	#EF7A6D	W2
R02325	#EF7A6D	W2
R02556	#EF7A6D	W2
R02485	#EF7A6D	W2
R02090	#EF7A6D	W2
R02750	#EF7A6D	W2
R00130	#EF7A6D	W2
R03182	#EF7A6D	W2
R00939	#EF7A6D	W2
R02237	#EF7A6D	W2
R03504	#EF7A6D	W2
R04621	#EF7A6D	W2
R01993	#EF7A6D	W2
R03066	#EF7A6D	W2
R03067	#EF7A6D	W2
R04441	#EF7A6D	W2
R05070	#EF7A6D	W2
R01011	#EF7A6D	W2
R01658	#EF7A6D	W2
R01662	#EF7A6D	W2
R04481	#EF7A6D	W2
R01018	#EF7A6D	W2
R01009	#EF7A6D	W2
R02094	#EF7A6D	W2
R02100	#EF7A6D	W2
R00658	#EF7A6D	W2
R01468	#EF7A6D	W2
R00308	#EF7A6D	W2
R01280	#EF7A6D	W2
R00310	#EF7A6D	W2
R00017	#EF7A6D	W2
R00081	#EF7A6D	W2
R00161	#EF7A6D	W2
R05705	#EF7A6D	W2
R05706	#EF7A6D	W2
R00519	#EF7A6D	W2
R00943	#EF7A6D	W2
R00763	#EF7A6D	W2
R00762	#EF7A6D	W2
R01082	#EF7A6D	W2
R01867	#EF7A6D	W2
R00408	#EF7A6D	W2
R01092	#EF7A6D	W2
R00502	#EF7A6D	W2
R00894	#EF7A6D	W2
R02003	#EF7A6D	W2
R00835	#EF7A6D	W2
R00771	#EF7A6D	W2
R00239	#EF7A6D	W2
