Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-glutamate,1,rxn436,L-glutamate + phenylacetaldehyde => 2-oxoglutarate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,2,rxn448,L-glutamate + Imidazole-4-acetaldehyde => 2-oxoglutarate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,3,rxn464,L-glutamate + L-lysine => ammonium + L-saccharopine,YLL060C or YDL205C or YDR538W or YMR251W or YMR310C or YLR180W or YKL191W or YKR076W or YBR003W or YJR130C or YHR190W or YOR274W or YPR176C or YGR012W or YKL019W or YBR249C or YOR051C or YIR038C or YLR303W or YPL069C or YGR201C or YGR154C or YNL256W or YHR116W or YGL155W or YPL059W or YBR256C or YLL058W or YDL090C or YMR280C or YDR035W or YHR096C or YPR069C or YDR513W or YJL031C or YJL167W or YNL297C or YCL035C or YNR041C or YBR002C or YML082W or YML005W or YMR101C or YIL103W or YLR146C or YDR502C or YHR068W or YOL143C or YDL193W or YPL172C or YGR001C or YML007W or YNL229C
L-glutamate,4,rxn465,ATP + L-alanine + L-glutamate => AMP + diphosphate + L-gamma-glutamyl-L-alanine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,5,rxn468,L-glutamate + 2-Oxoglutaramate => 2-oxoglutarate + H+ + L-glutamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,6,rxn470,H2O + L-glutamate + kynurenic acid => 2-oxoglutarate + L-kynurenine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,7,rxn542,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + 3 H+ + L-glutamate => H2O + tetrahydropteroyltri-L-glutamic acid",YJL172W or YPL096C-A
L-glutamate,8,rxn696,H+ + L-glutamate + NADPH => H2O + L-glutamic 5-semialdehyde + NADP(+),YBR006W or YPL061W or YJR009C or YHR037W or YER073W or YDR158W or YMR169C or YGR192C or YPL098C or YMR110C or YMR170C or YOR374W or YOR323C or YJL052W
L-glutamate,9,rxn743,glycolaldehyde + L-glutamate => 2-oxoglutarate + ethanolamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,10,rxn769,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + ATP + L-glutamate => ADP + 4 H+ + phosphate + tetrahydropteroyltri-L-glutamic acid",YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,11,rxn806,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + ATP + L-glutamate => ADP + H+ + phosphate + tetrahydropteroyltri-L-glutamic acid",YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,12,rxn827,L-glutamate + D-Glucosamine => L-glutamine + beta-D-Fructose,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,13,rxn867,"5,6,7,8-tetrahydrofolyl-L-glutamic acid + ATP + L-glutamate => AMP + diphosphate + H+ + tetrahydropteroyltri-L-glutamic acid",YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-glutamate,14,rxn936,gamma-aminobutyrate + H+ + L-glutamate => H2O + 4-(glutamylamino) butanoate,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,15,rxn1259,L-glutamate + Ala-Gly => L-glycine + Ala-Glu,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,16,rxn1260,L-glutamate + Ala-Asp => L-aspartate + Ala-Glu,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,17,rxn1261,L-glutamate + Ala-Leu => L-leucine + Ala-Glu,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,18,rxn1496,L-glutamate + acetamide => ammonium + N-acetyl-L-glutamate,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-glutamate,19,rxn1831,H+ + L-glutamate + NADH => H2O + L-glutamic 5-semialdehyde + NAD,YBR006W or YPL061W or YJR009C or YHR037W or YER073W or YDR158W or YMR169C or YGR192C or YPL098C or YMR110C or YMR170C or YOR374W or YOR323C or YJL052W
L-glutamate,20,rxn1854,L-allysine + L-glutamate => 2-oxoglutarate + H+ + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,21,rxn1885,L-glutamate + phenylacetaldehyde => 2-oxoglutarate + H+ + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,22,rxn1897,glycolaldehyde + L-glutamate => 2-oxoglutarate + ethanolamine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-glutamate,23,rxn1910,L-glutamate + Imidazole-4-acetaldehyde => 2-oxoglutarate + H+ + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
