Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-phenylalanine,1,rxn82,H+ + L-phenylalanine + NADH + oxygen => H2O + L-tyrosine + NAD,YBL098W or YNR053C or YCL059C or YHR176W or YOL114C or YLL057C or YBR298C or YDR534C or YLR281C or YDR402C or YGR060W or YMR272C or YAL067C
L-phenylalanine,2,rxn121,3-methyl-2-oxobutanoate + L-phenylalanine => keto-phenylpyruvate + L-valine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-phenylalanine,3,rxn253,L-phenylalanine + oxaloacetate => 2 H+ + keto-phenylpyruvate + L-aspartate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-phenylalanine,4,rxn429,3-aminopropanal + L-phenylalanine => keto-phenylpyruvate + trimethylenediamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-phenylalanine,5,rxn440,L-phenylalanine + phenylacetaldehyde => keto-phenylpyruvate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-phenylalanine,6,rxn452,L-phenylalanine + Imidazole-4-acetaldehyde => keto-phenylpyruvate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-phenylalanine,7,rxn639,anthranilate + L-phenylalanine + oxygen => 3-hydroxyanthranilate + L-tyrosine,YMR058W or YLR395C or YOL053W or YFL041W or YGR060W or YMR272C or YAL067C
L-phenylalanine,8,rxn640,keto-phenylpyruvate + L-phenylalanine + oxygen => 3-(4-hydroxyphenyl)pyruvate + L-tyrosine,YMR058W or YLR395C or YOL053W or YFL041W or YGR060W or YMR272C or YAL067C
L-phenylalanine,9,rxn641,L-phenylalanine + oxygen + Benzoate => L-tyrosine + salicylic acid,YMR058W or YLR395C or YOL053W or YFL041W or YGR060W or YMR272C or YAL067C
L-phenylalanine,10,rxn642,L-phenylalanine + oxygen + phenylacetic acid => L-tyrosine + 4-hydroxyphenylacetic acid,YMR058W or YLR395C or YOL053W or YFL041W or YGR060W or YMR272C or YAL067C
