Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
Oleanolic acid,1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)[C@@H](O)C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,2,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5[C@H](O)CC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,3,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)C(O)CCC2(C)C1CCC1(C)C2CC=C2C3[C@@H](O)C(C)(C)CCC3(C(=O)O)CCC21C.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,4,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=C[C@@H](O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,5,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)C(C1)C1=CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C1(C)C[C@H]2O.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,6,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C[C@H](O)C43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,7,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)C[C@H](O)C3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,8,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)C[C@@H](O)C(O)C(C)(C)C5CCC43C)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,9,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)C(O)CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(C)[C@H](O)CC3(C(=O)O)CCC21C.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,10,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)C(CCC43C)C(C)(C)C(O)C[C@H]5O)C2C1.O,H(+) + NADPH>>NADP(+),[]
Oleanolic acid,11,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1.O=O>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1.OO,>>,['YML086C']
Oleanolic acid,12,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1>>CC1(C)CCC2(C(=O)O)CCC3(C)[C@H](CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,H(+) + NADPH>>NADP(+),"['YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
